id,publication_id,edition_id,title,other_title,author_creator,corporate_creators,contributors,description_abstract,date_period,year,type,place_of_publishing,publisher,format,extent,other_physical_description,volume,number,isbn,call_number,language,general_note,subject_keywords,url_original_object
360249,389492,360249,Բովանդակություն; Contents; Содержание,,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Nasza Biblioteka Cyfrowa is... Here put the description for the main page matadata, visible e.g. when sharing on Facebook.",2021,2021,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,4,,978-9939-886-13-8,,,,Ազգագրություն Հնագիտություն,https://arar.sci.am/dlibra/publication/389492/edition/360249
361597,390918,361597,Բովանդակություն; Содержание; Contents,,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Nasza Biblioteka Cyfrowa is... Here put the description for the main page matadata, visible e.g. when sharing on Facebook.",2023,2023,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,5,,,,,,Ազգագրություն Հնագիտություն,https://arar.sci.am/dlibra/publication/390918/edition/361597
379382,410458,379382,Բովանդակություն; Содержание; Contents,,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Nasza Biblioteka Cyfrowa is... Here put the description for the main page matadata, visible e.g. when sharing on Facebook.",2024,2024,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,6,,,,,,Ազգագրություն Հնագիտություն,https://arar.sci.am/dlibra/publication/410458/edition/379382
414853,449852,414853,Բովանդակություն; Содержание; Contents,,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Nasza Biblioteka Cyfrowa is... Here put the description for the main page matadata, visible e.g. when sharing on Facebook.",2025,2025,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,7,,2953-805X,,,,Ազգագրություն Հնագիտություն,https://arar.sci.am/dlibra/publication/449852/edition/414853
10114,11455,10114,Գամիրքի հայերը (Պատմա-ազգագրական ուսումնասիրություն),,"Թեմուրճյան, Վ. Ս.",ՀՍՍՀ ԳԱ հնագիտության և ազգագրության ինստիտուտ,Պատ. խմբ.՝ Մ. Ս. Հասրաթյան,Երևան,1970,1970,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,էջ 9-142,,,1,,AIII/3629 ; AIII/3630 ; AIII/3631,hy,,Հայ ազգագրություն Հայ բանահյուսություն,https://arar.sci.am/dlibra/publication/11455/edition/10114
375814,406557,375814,Գառնահովիտ. Սբ. Գևորգ եկեղեցի,,"Մանուչարյան, Աշոտ",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,Խմբ․՝ Ս. Մխիթարյան,Երևան,2020,2020,Գիրք,Երևան,Լուսաբաց հրատ․,pdf,104 էջ,,,,978-9939-69-356-9,AII/106037 ; AII/106038,hy,,Հայկական եկեղեցիական ճարտարապետություն,https://arar.sci.am/dlibra/publication/406557/edition/375814
10700,12056,10700,Գառնի III,Гарни III,"Առաքելյան, Բ. Ն. ; Կարախանյան, Գ. Հ.",ՀՍՍՌ ԳԱ Հնագիտության և ազգագրության ինստիտուտ,Պատ. խմբ.՝ Կ. Գ. Ղաֆադարյան,Երևան,1962,1962,Գիրք,Երևան,ՀՍՍՌ ԳԱ հրատ․,pdf,122 էջ,,III,,,AIII/1270 ; AIII/1271 ; AIII/1272,hy ; ru,,Ճարտարապետություն Պատմական հուշարձաններ,https://arar.sci.am/dlibra/publication/12056/edition/10700
10703,12072,10703,Գառնի IV,Гарни IV,"Խանզադյան, Է. Վ.",ՀՍՍՌ ԳԱ Հնագիտության և ազգագրության ինստիտուտ,Պատ. խմբ. Բ. Ն. Առաքելյան,Երևան,1969,1969,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,240 էջ,,IV,,,AIII/3591 ; AIII/3592 ; AIII/3593,hy ; ru,,Ճարտարապետություն Պատմական հուշարձաններ,https://arar.sci.am/dlibra/publication/12072/edition/10703
320806,348184,320806,Գարդմանի և Շիրվանի հայության պատմա-մշակութային ավանդները (պատմություն եւ արդիականություն),Историко-культурный вклад армян Гардмана и Ширвана (история современность) ; Historical-cultural contribution of armenians from Gardman and Shirvan (history and modernity),,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ ; ՀՀ ԳԱԱ Արվեստի ինստիտուտ ; ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ ; ՀՀ ԳԱԱ Պատմության ինստիտուտ,,Երեւան,2016,2016,Գիրք,Երեւան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,176 էջ,աղս․,,,978-5-8080-1218-9,AII/101647 ; AII/101648,hy,,Պատմություն Մշակույթ ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/348184/edition/320806
11026,12421,11026,Գեղամա լեռների ժայռապատկերները,Наскальные изображения Гегамских гор,"Մարտիրոսյան, Հ. Ա.",ՀՍՍՀ ԳԱ հնագիտության և ազգագրության ինստիտուտ,Պատ. խմբ.՝ Ս. Բ. Հարությունյան,Երևան,1981,1981,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,127 էջ,նկ․,III,,,AIII/5009 ; AIII/5010,hy ; ru ; en,11 (Հայաստանի հնագիտական հուշարձանները),Հնագիտություն Ժայռապատկերներ Գեղամա լեռներ,https://arar.sci.am/dlibra/publication/12421/edition/11026
10955,12336,10955,Գեղամա լեռների ժայռապատկերները,Наскальные изображения Гегамских гор,"Մարտիրոսյան, Հ. Ա. ; Իսրայելյան, Հ. Ռ.",ՀՍՍՀ ԳԱ հնագիտության և ազգագրության ինստիտուտ,Խմբ.՝ Բ. Ն. Առաքելյան,Երևան,1971,1971,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,"66, [154] էջ",,II,,,AIII/4291 ; AIII/4292 ; AIII/4293,hy ; ru ; en,6 (Հայաստանի հնագիտական հուշարձանները),Հնագիտություն Գեղամա լեռներ Ժայռապատկերներ,https://arar.sci.am/dlibra/publication/12336/edition/10955
10355,11708,10355,Գեղարքունիք,Гегаркуник,"Գրիգորյան, Ռոզա",ՀՍՍՀ ԳԱ հնագիտության և ազգագրության ինստիտուտ,Պատ. խմբ.՝ Ս. Բ. Հարությունյան,Երևան,1983,1983,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,263 էջ,,,14,,AIII/5537 ; AIII/5554,hy ; ru,,Հայ ազգագրություն Հայ բանահյուսություն,https://arar.sci.am/dlibra/publication/11708/edition/10355
11276,12701,11276,Գեղարքունիք,Гехаркуник,,ՀՍՍՀ ԳԱ հնագիտության և ազգագրության ինստիտուտ,Կազմ.՝ Ս. Գ. Բարխուդարյան ; Խմբ.՝ Կ. Գ. Ղաֆադարյան,Երևան,1973,1973,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,526 էջ,,IV,,,AIII/4000 ; AIII/4001 ; AIII/7007,hy,,Հնագիտություն Վիմագրություն Հայաստան,https://arar.sci.am/dlibra/publication/12701/edition/11276
11135,12541,11135,Գեղհովտի վանտոսպյան (ուրարտական) քարայր-դամբարանը,Вантоспская (урартская) пещерная гробница Геховита ; The Vantospian (Urartian) Cave-Tomb of Geghovit,"Փիլիպոսյան, Ա. Ս. ; Մկրտչյան, Ռ. Ս.",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,Պատ. խմբ.՝ Ս. Բ. Հարությունյան ; Ա. Ա. Քալանթարյան ; Ն. Հ. Քոչար,Երևան,2001,2001,Գիրք,Երևան,Զանգակ հրատ.,pdf,160 էջ,,IV,,99930-2-197-0,AIII/6935,hy ; ru ; en,18 (Հայաստանի հնագիտական հուշարձանները),Հնագիտություն,https://arar.sci.am/dlibra/publication/12541/edition/11135
375837,406581,375837,Գևորգ Արտաշեսի Տիրացյան,Геворг Арташесович Тирацян,,ՀՀ ԳԱԱ Հնագիտութեան և ազգագրութեան ինստիտուտ,Ներած.՝ Ռուբեն Վարդանյան ; Մատենագիտ. և անոտ. կազմ.՝ Գարեգին Թումանյան ; Ռուբեն Վարդանյան ; Պատ․ խմբ․՝ Արամ Քալանթարյան,Երևան,1998,1998,Գիրք,Երևան,«Նաիրի» հրատ.,pdf,67 էջ,,,,550-01056-9,AII/85579,hy,,Վաստակաշատ գիտնականներ,https://arar.sci.am/dlibra/publication/406581/edition/375837
375216,406225,375216,Գիլգամեշ: Հին արևելքի դյուցազնավեպ,Гильгамеш. Эпос древнего востока,,ՀՍՍՌ ԳԱ Հնագիտության և ազգագրության ինստիտուտ,Թարգմ. և ներած.՝ Ն. Մարտիրոսյան,Երևան,1963,1963,Գիրք,Երևան,,pdf,121 էջ,նկ.,,,,AI/4832,hy,,Արևելյան ժողովրդական բանահյուսություն Հին արևելքի դյուցազնավեպ Աշխարհի ժողովուրդների էպոսներ,https://arar.sci.am/dlibra/publication/406225/edition/375216
375842,406587,375842,"Գիտական նստաշրջան, նվիրված ՍՍՀՄ կազմավորման 60-ամյակին","Научная сессия, посвященная 100-летию образования СССР",,ՀՍՍՀ ԳԱ Հնագիտութեան և ազգագրութեան ինստիտուտ,Խմբ.՝ Ս. Բ. Հարությունյան,Երևան,1982,1982,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ.,pdf,40 էջ,,,,,AII/71134 ; AII/71135,hy,,Ազգագրություն Հայաստան,https://arar.sci.am/dlibra/publication/406587/edition/375842
379392,410481,379392,Գլոբալացման խոսույթը հայաստանյան ԶԼՄ-ներում. կրթության հիմնախնդրի համատեքստը,Дискурс глобализации в армянских сми. Контекст проблемы образования ; Globalization discourse in the armenian mass media։the context of educational problem,"Վարդանյան, Մակիչ",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Ետխորհրդային Հայաստանում գլոբալացման երևույթի վերաբերյալ հանրային պատկերացումների ու ընկալումների ձևավորման առաջնային ու հիմնական դերակատար են ԶԼՄ-ները։ Հայաստանյան մեդիախոսույթը, որոշակիորեն սահմանելով ու մեկնաբանելով գլոբալացում հասկացությունը, հիմնականում կենտրոնանում է նրա տնտեսական, քաղաքական, սոցիալական և մշակութային առումների վրա: Իսկ վերջին տասնամյակում հայկական կրթական համակարգը և նրա արդիականացմանն ուղղված գործընթացները դարձել են հայկական մեդիախոսույթի ներկայացման ու գնահատման օբյեկտներ՝ հիմնականում մեկնաբանվելով գլոբալացման խոսույթի համատեքստում։ In the modern global world, the Republic of Armenia also forms a part of globalization processes. Social and cultural changes in the post-Soviet period have made ambiguous insights and an attitude towards the phenomenon of globalization, by making extremely relevant studies of the factors that reproduce those perceptions. In the modern world, mass media and social networks are among the most important forming and distributing means of globalization discourse. As far as this work is concerned, we have given preference to the mass media, because the content produced by the media is clearly processed, controlled and has certain target groups. В современном глобальном мире Республика Армения также является частью глобализационных процессов. В постсоветский период социокультурные изменения создали неоднозначные представления и отношения к феномену глобализации, что делает чрезвычайно важным изучение факторов, которые воспроизводят эти представления. Средства массовой информации и социальные сети являются одними из важнейших средств формирования и распространения глобализационного дискурса в современном мире.",2024,2024,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,6,,,,,,Կրթություն գլոբալացում խոսույթ Հայաստանյան ԶԼՄ ընտանիք լեզու կրոն մշակույթ կրթություն,https://arar.sci.am/dlibra/publication/410481/edition/379392
325406,353181,325406,Գյումրի քաղաքի դարբնոցային մշակութային ժառանգությունը,,"Թադևոսյան, Աղասի",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Nasza Biblioteka Cyfrowa is... Here put the description for the main page matadata, visible e.g. when sharing on Facebook.",2021,2021,Գիրք,,,pdf,71 էջ:,,,,978-9939-886-29-9,,hy,Նյութի թվային տարբերակը վերցված է ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտից,Գյումրի Մշակույթ Արհեստ ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,https://arar.sci.am/dlibra/publication/353181/edition/325406
11274,12696,11274,"Գորիսի, Սիսիանի և Ղափանի շրջաններ","Горисский, Сисианский и Кафанский районы",,ՀՍՍՌ ԳԱ Հնագիտության և ազգագրության ինստիտուտ,Կազմ.՝ Ս. Գ. Բարխուդարյան ; Խմբ.՝ Բ. Ն. Առաքելյան,Երևան,1960,1960,Գիրք,Երևան,ՀՍՍՌ ԳԱ հրատ․,pdf,240 էջ,,II,,,AIII/234 ; AIII/235 ; AIII/236,hy,,Հնագիտություն Վիմագրություն Հայաստան,https://arar.sci.am/dlibra/publication/12696/edition/11274
379475,410570,379475,Գրականության ցանկ,Necropolis of Lchashen I ; Лчашенский некрoполь I,"Պետրոսյան, Լևոն Աղասու",ՀՀ ԳԱԱ Հնագիտւթյան և ազգագրության ինստիտուտ,,Երևան,2018,2018,Հոդված,Երևան,ՀԱԻ հրատ.,pdf,էջ 170-179,,22,,978-9939-9178-1-8,,hy ; ru ; en,22 (Հայաստանի հնագիտական հուշարձանները),Հնագիտություն Դամբարաններ Հուշարձաններ,https://arar.sci.am/dlibra/publication/410570/edition/379475
375758,406535,375758,Գրիգոր Մեսրոպի Գրիգորյան,,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,Կազմ․՝ Սաթենիկ Խուրշուդյան ; Խմբ․՝ Գագիկ Սարգսյան,Երևան,2019,2019,Գիրք,Երևան,ՀԱԻ հրատ.,pdf,31 էջ,21 սմ ; նկար,,,978-9939-9208-4-9,AII/105715 ; AII/105716,hy,,Հայ պատմաբաններ Կենսամատենագիտություն,https://arar.sci.am/dlibra/publication/406535/edition/375758
255856,263874,255856,Դաշտադեմի ամրոցի 2015 թվականի պեղումներով հայտնաբերված կենցաղային քարե առարկաների տնտեսական բաղադրիչի շուրջ,"On the Economic Component of Household Stone Production Objects unearthed from the 2015 Excavations of the Dashtadem Fortress; Об экономическом компоненте бытовых каменных производственных предметов, найденных из раскопок крепости Даштадем","Մարտիրոսյան, Արսեն",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Դաշտադեմի քարե իրերը բնորոշվում են մեծ բազմազանությամբ՝ թե՛ տեսակով, թե՛ մթերքների վերամշակման գործառույթներով: Քարե գործիքները դիտարկվում են մթերքի վերամշակման տեսանկյունից՝ փորձելով վերականգնել տնտեսության հիմնական ուղղություններին վերաբերող պատկերը (ալյուրի, հացամթերքի արտադրություն, ձիթագործություն, գինեգործություն, ջուլհակություն, ևն): Միաժամանակ, բացահայտվում են մի շարք խնդիրներ, որոնք հետագա ուսումնասիրության առարկա կարող են դառնալ: Դրանցից առաջինը կապվում է սանդի, հավանգի և երկանքի գործառութային տիպաբանման հետ: The stone tools of the Dashtadem fortress are observed from the point of view of food processing, restoring the main directions of the economy. The data collected in the results of the 2015 archaeological excavations indicate that the stone products of the Dashtadem fortress are characterized by a large diversity, either type or function. At the same time, there are a number of questions that can be further studied. Каменные предметы, найденные в результате раскопок крепости Даштадем отличаются многообразием как в плане ассортимента, так и функций переработки сырья. Рассмотрение этих предметов с точки зрения переработки продуктов поможет восстановлению общей картины основных направлений экономики (производство муки, хлебных изделий, растительного масла, вина и т. д.). В свете сказанного возникает ряд вопросов, которые могут стать предметом дальнейших исследований.",2019,2019,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,3,,978-9939-9178-9-4,,,,Economic Theory Archaeology սանդ հավանգ երկանք տնտեսություն,https://arar.sci.am/dlibra/publication/263874/edition/255856
10502,11846,10502,Դարբինը հայոց ծիսակարգում (Պատմազգագրական հետազոտություն),Кузнец в ритуальной системе армян (Историко-этнографическое исследование),"Թադևոսյան, Աղասի",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,Խմբ.՝ Դ. Ս. Վարդումյան,Երևան,2007,2007,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,էջ 101-183,,,23,978-5-8080-0711-6,AIII/7627 ; AIII/7628,hy ; ru,,Հայ ազգագրություն Հայ բանահյուսություն,https://arar.sci.am/dlibra/publication/11846/edition/10502
10202,11561,10202,Դերսիմի հայերի ազգագրությունը,,"Հալաջյան, Գևորգ",ՀՍՍՀ ԳԱ հնագիտության և ազգագրության ինստիտուտ,Հրատ. պատր.՝ Դ. Ս. Վարդումյան,Երևան,1973,1973,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,301 էջ,,,5,,AIII/4075 ; AIII/4076 ; AIII/4077,hy,,Հայ ազգագրություն Հայ բանահյուսություն,https://arar.sci.am/dlibra/publication/11561/edition/10202
255852,262935,255852,Դիտարկումներ՝ 13-րդ դարում երաժշտական գործիքներին առնչվող աշխարհայացքային ընկալումների վերաբերյալ,Some Notes on Conceptual Thoughts Pertaining to the Musical Instruments in the 13th Century; Заметки о мировозренческом восприятии музыкальных инструментов в 13-ом веке,"Դալալյան, Տորք",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Հոդվածում քննարկվում են 13-րդ դ. երկու հեղինակների արտահայտած պատկերացումները նվագարանների վերաբերյալ, որոնք շատ բնորոշ են տվյալ ժամանակաշրջանին: A number of musical instruments are mentioned in Armenian medieval sources, which sometimes contain additional information explaining their use and structure, and also give their philosophical connotations. В средневековых армянских источниках упоминается ряд музыкальных инструментов, о которых иногда приводятся дополнительные сведения, касающиеся их использования и структуры.",2019,2019,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,3,,978-9939-9178-9-4,,,,MT Musical instruction and study Medieval History նվագարան ավանդազրույց Հովհաննես Երզնկացի Պլուզ Վարդան Այգեկցի,https://arar.sci.am/dlibra/publication/262935/edition/255852
255853,263235,255853,Դիտարկումներ Գնթունյաց իշխանների տիրույթների մասին՝ ըստ արձանագիր և մատենագիր աղբյուրների,Some Observations on the Gntuni Princely House’s Domains according to the Gravestone Inscriptions and Historiographic Sources; К вопросу о владениях княжеского рода Гнтуни согласно надгробным надписям и историографическим источникам,"Միրիջանյան, Դիաննա ; Աղայան, Սոսե",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Նիգ գավառում Գնթունիների ակտիվ շինարարական գործունեության մասին են խոսում վիմական տվյալները, որոնք պահպանվել են հոգևոր կառույցների պատերին: Գնթունիների տիրույթների հստակեցման համար կարևոր նշանակություն ունեն նաև նրանց տապանաքարերը։ Based on the inscriptions on the gravestones of the representatives of the princely house of Gntuni this article aims to present the domains of Gntuni rulers, who were the owners of Nig canton of Ayrarat province. Статья посвящена описанию доменов Гнтуни, владельцев гавара Ниг в провинции Айрарат, основываясь на надгробия представителей княжеского дома. В исторических источниках княжеский дом Гнтуни впервые упоминается у Мовсеса Хоренаци, который локализует их владения в гаваре Ниг.",2019,2019,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,3,,978-9939-9178-9-4,,,,Archaeology Epigraphy Medieval History Նիգ գավառ Գնթունիներ վաղ միջնադար սահմաններ,https://arar.sci.am/dlibra/publication/263235/edition/255853
215333,235791,215333,Դիտողություններ Հայաստանի կուր-արաքսյան խեցեղենի հազվադեպ հանդիպող զարդաձևերի վերաբերյալ,Remarks on the Rare Ornaments of Kura-Araxes Ceramics of Armenia; Комментарии к редко встречающимся орнаментам на куро-аракской керамике,"Ազիզյան, Աննա",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Հոդվածը նվիրված է վաղբրոնզեդարյան մշակույթում հազվադեպ հանդիպող զարդարման մոտեցումերին: Նման օրինակներ առայժմ մեզ հայտնի են Արագածից, Կառնուտից, Հառիճից, Մեծ Սեպասարից, Շենգավիթից, Շիրակավանից, Ջրաձորից, Ֆիոլետովոյից, Քեթիից: Այս եզակի օրինակների զարդաձևերը ակոսային են, ռելիեֆ, կատարված են սեղմելու-փոսիկավորելու նաև կոկման և գունազարդ եղանակներով: The article is about the rare decorations of the pottery existed in the Early Bronze Age culture. Certain examples are known from Aragats, Karnut, Harich, Mets Sepasar, Shengavit, Shirakavan, Jradzor, Fioletovo, and Keti archaeological sites. The ornaments of this unique specimens are made with grooves and reliefs, by pressing-dimpling, also by smoothening and painting. Статья посвящена редко встречающимся подходам орнаментирования в культуре эпохи ранней бронзы. Такие орнаменты встречаются в нескольких памятниках эпохи ранней бронзы (Арагац, Карнут, Арич, Мец Сепасар, Шенгавит, Ширакаван, Джрадзор, Фиолетово, Кети). Эти орнаменты углубленнные, релиефные, исполненные при помощи техники надавливания, а также полирования и росписи. Большой интерес из себя представляет орнамент из Ширакавана, которая по способу исполнения приближается к наскальным скульптурам.",2017,2017,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,1,,978-5-8080-1293-6,,,,Archaeology Handicrafts; Arts and crafts վաղբրոնզեդարյան մշակույթ կուր-արաքսյան խեցեղեն զարդամոտիվներ,https://arar.sci.am/dlibra/publication/235791/edition/215333
10716,12100,10716,Դվին I,Двин I,"Քալանթարյան, Ա. Ա.",ՀՍՍՀ ԳԱ հնագիտության և ազգագրության ինստիտուտ,Պատ. խմբ.՝ Կ. Գ. Ղաֆադարյան,Երևան,1976,1976,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,115 էջ,,I,,,AIII/4474 ; AIII/4475 ; AIII/4476,,,Հնագիտություն Դվին,https://arar.sci.am/dlibra/publication/12100/edition/10716
10804,12169,10804,Դվին II,Двин II,"Ղաֆադարյան, Կ. Գ. ; Քալանթարյան, Ա. Ա.",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,Պատ. խմբ.՝ Գ. Հ. Կարախանյան,Երևան,2002,2002,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,254 էջ,7 էջ նկ․,II,,5-8080-0018-1,AII/87291 ; AII/88929 ; AII/88930,hy ; ru,,Հնագիտություն Դվին,https://arar.sci.am/dlibra/publication/12169/edition/10804
10850,12217,10850,Դվին III,Двин III,"Քոչարյան, Գ. Գ.",ՀԳԱ Հնագիտության և ազգագրության ինստիտուտ,Պատ. խմբ.՝ Գ. Ա. Տիրացյան,Երևան,1991,1991,Գիրք,Երևան,ՀԳԱ հրատ.,pdf,115 էջ,14 էջ նկ.,III,,5-8080-0039-4,AII/81881 ; AII/82282 ; AII/82283,hy ; ru ; en,,Հնագիտություն Դվին,https://arar.sci.am/dlibra/publication/12217/edition/10850
10964,12343,10964,Դվինի միջնադարյան ապակին IX-XIII դդ.,Средневековое стекло Двина IX-XIII вв.,"Ջանփոլադյան, Հ. Մ.",ՀՍՍՀ ԳԱ հնագիտության և ազգագրության ինստիտուտ,Խմբ.՝ Կ. Գ. Ղաֆադարյան,Երևան,1974,1974,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,76 էջ,,II,,,AIII/4147 ; AIII/4148 ; AIII/4149,hy ; ru ; en,7 (Հայաստանի հնագիտական հուշարձանները),Հնագիտություն Դվին,https://arar.sci.am/dlibra/publication/12343/edition/10964
10941,12321,10941,Դվինի նյութական մշակույթը IV-VIII դդ.,Материальная культура Двина IV-VIII вв․,"Քալանթարյան, Ա. Ա.",ՀՍՍՀ ԳԱ հնագիտության և ազգագրության ինստիտուտ,Խմբ․՝ Բ. Ն. Առաքելյան,Երևան,1970,1970,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,"64, [42] էջ",նկ․,I,,,AIII/3619 ; AIII/3620 ; AIII/3621,hy ; ru ; en,5 (Հայաստանի հնագիտական հուշարձանները),Հնագիտություն Պատմական հուշարձաններ Դվին,https://arar.sci.am/dlibra/publication/12321/edition/10941
376218,407111,376218,Դրամաշրջանառությունը Հայաստանում,Денежное обращение Армении ; Money Circulation in Armenia,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ ; ՀՀ Կենտրոնական բանկ,Խմբ.՝ Արամ Քալանթարյան ; Տիգրան Սարգսյան,Երևան,1998,1998,Գիրք,Երևան,,pdf,36 էջ,,,,,AII/84972,hy,,Դրամաշրջանառություն Հայաստան,https://arar.sci.am/dlibra/publication/407111/edition/376218
376421,407282,376421,Եզդի քրդերի հավատալիքները,Верования курдов-езидов,Ամինե Ավդալ,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,Խմբ.՝ Ս. Հոբոսյան,Երևան,2006,2006,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,192 էջ,դիմանկ,,,5-8080-0668-6,AII/91634 ; AII/91635,hy,,Կրոնական ծեսեր Քրդեր,https://arar.sci.am/dlibra/publication/407282/edition/376421
379474,410569,379474,Եզրակացություն,"Лчашенский некрoполь (переодизация, датировка). Резюме ; Necropolis of Lchashen (periodization, dates). Summary","Պետրոսյան, Լևոն Աղասու",ՀՀ ԳԱԱ Հնագիտւթյան և ազգագրության ինստիտուտ,,Երևան,2018,2018,Հոդված,Երևան,ՀԱԻ հրատ.,pdf,էջ 162-169,,22,,978-9939-9178-1-8,,hy ; ru ; en,22 (Հայաստանի հնագիտական հուշարձանները),Հնագիտություն Դամբարաններ Հուշարձաններ,https://arar.sci.am/dlibra/publication/410569/edition/379474
255859,264634,255859,Երաժշտաբանահիւսական տարբեր ժանրերի փոխազդեցութիւնն ու փոխներթափանցումը հայ ժողովրդական օրօրներում,Interaction and Interpenetration of Different Music Folklore Genres in Armenian Folk Lullabies; Взаимодействие и интерпенетрация разных музыкальных фольклорных жанров в армянских народных колыбельных,"Խաչատուրեան, Նայիրի",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Օրօրները դարերի ընթացքում կրել են բովանդակային փոխակերպումներ՝ թէ՛ բանաստեղծական և թէ՛ երաժշտական: Դրանք սկզբնապէս օրհնաբանական երգեր էին՝ ձօնուած երեխային, միևնոյն ժամանակ՝ խաղաղ մթնոլորտ ստեղծելու միջոց էին՝ երեխային ընդարմացնելու և քնեցնելու համար: The lullaby is considered as a distinct and stable genre in folk music. Unlike the ritual hymns, which are perhaps the oldest in the history of music, the lullaby or cradle-song can be described as one of the first pillars of secular singing oral tradition.Колыбельная считается отдельным и устойчивым жанром народной музыки. В отличие от ритуальных гимнов, которые, возможно, являются старейшими в истории музыки, колыбельную можно назвать одним из первых жанров светской певческой устной традиции.",2019,2019,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,3,,978-9939-9178-9-4,,,,Folklore Music օրօր երաժշտաբանահիւսութիւն ժանր մանկական երգ,https://arar.sci.am/dlibra/publication/264634/edition/255859
379266,410409,379266,Երաժշտությունը և պարը պատկերագրության մեջ,Music and dance on iconography,,Ավանդական երաժշտության հայկական խորհուրդ ; ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,Երևան,1995,1995,Գիրք,Երևան,,pdf,30 էջ,նկ. ; 29 սմ,,,,AIII/6678,hy,,Հնագիտություն Հայաստան Երաժշտություն Պարարվեստ,https://arar.sci.am/dlibra/publication/410409/edition/379266
375686,406483,375686,Երևան,Ереван,"Ղաֆադարյան, Կարո","ՀՍՍՀ ԳԱ, Հնագիտության և ազգագրության ինստիտուտ",Պատ. խմբ.՝ Բ. Ն. Առաքելյան,Երևան,1975,1975,Գիրք,Երևան,ՀՍՍՀ ԳԱԱ հրատ.,pdf,252 էջ,,,,,AIII/4309 ; Djauk/3532 ; AIII/9212,hy,,Հնագիտություն Երևանի պատմություն,https://arar.sci.am/dlibra/publication/406483/edition/375686
